3 31 31 -1000.000000 -1000.000000 66.666667 66.666667
2400.000000 4667.212130 2456.427437
2400.000000 4326.453707 2277.080898
2400.000000 3143.974950 1654.723658
2400.000000 2665.403776 1402.844092
2400.000000 4142.704002 2180.370527
2400.000000 3366.699126 1771.946909
2400.000000 3355.289178 1765.941673
2400.000000 3877.576185 2040.829571
2400.000000 4305.597993 2266.104207
2400.000000 3960.387944 2084.414707
2400.000000 4232.755203 2227.765896
2400.000000 4921.430721 2590.226695
2400.000000 4203.718770 2212.483563
2400.000000 3892.337465 2048.598666
2400.000000 3478.080319 1830.568589
2400.000000 4111.950659 2164.184557
2400.000000 4619.450633 2431.289807
2400.000000 3400.572400 1789.774947
2400.000000 4907.555026 2582.923698
2400.000000 4047.653807 2130.344109
2400.000000 4577.877516 2409.409219
2400.000000 4261.399472 2242.841828
2400.000000 4442.195013 2337.997375
2400.000000 3903.964299 2054.718052
2400.000000 3790.073760 1994.775663
2400.000000 4811.817772 2532.535669
2400.000000 3418.176204 1799.040107
2400.000000 3514.034274 1849.491723
2400.000000 4910.457535 2584.451334
2400.000000 2813.026718 1480.540378
2400.000000 3951.308678 2079.636147
2400.000000 4499.215424 2368.008118
2400.000000 3317.934178 1746.281146
2400.000000 3678.928148 1936.277972
2400.000000 3816.229301 2008.541738
2400.000000 2986.494457 1571.839188
2400.000000 4634.606206 2439.266424
2400.000000 3294.866284 1734.140150
2400.000000 4536.340279 2387.547515
2400.000000 4098.568615 2157.141377
2400.000000 4453.490130 2343.942173
2400.000000 3922.187821 2064.309380
2400.000000 4558.781309 2399.358584
2400.000000 3516.438957 1850.757346
2400.000000 2685.222543 1413.275023
2400.000000 4751.838560 2500.967663
2400.000000 3665.786691 1929.361416
2400.000000 3435.758525 1808.293961
2400.000000 4887.378866 2572.304666
2400.000000 4771.235038 2511.176336
2400.000000 4821.582658 2537.675083
2400.000000 3653.480473 1922.884459
2400.000000 4100.962036 2158.401072
2400.000000 3726.907089 1961.530047
2400.000000 3526.570577 1856.089777
2400.000000 4706.114458 2476.902346
2400.000000 4153.813528 2186.217646
2400.000000 4905.011171 2581.584827
2400.000000 3540.081092 1863.200575
2400.000000 3000.487995 1579.204208
2400.000000 4858.427340 2557.067021
2400.000000 4831.602484 2542.948676
2400.000000 4317.384825 2272.307803
2400.000000 4289.988005 2257.888424
2400.000000 4368.532598 2299.227683
2400.000000 4578.423912 2409.696796
2400.000000 4312.902610 2269.948742
2400.000000 4785.495416 2518.681798
2400.000000 3025.562663 1592.401402
2400.000000 2922.938050 1538.388447
2400.000000 2780.991328 1463.679646
2400.000000 3090.384422 1626.518117
2400.000000 4629.195187 2436.418519
2400.000000 3232.138383 1701.125464
2400.000000 3151.120973 1658.484723
2400.000000 4408.334992 2320.176312
2400.000000 4009.177757 2110.093557
2400.000000 4464.739113 2349.862691
2400.000000 3133.971733 1649.458807
2400.000000 4770.281989 2510.674731
2400.000000 4773.028473 2512.120249
2400.000000 4346.783048 2287.780551
2400.000000 4017.678678 2114.567725
2400.000000 3124.196355 1644.313871
2400.000000 3213.552302 1691.343317
2400.000000 2807.875298 1477.829104
2400.000000 2662.949504 1401.552371
2400.000000 3035.475588 1597.618730
2400.000000 2921.574456 1537.670766
2400.000000 3053.050180 1606.868516
2400.000000 3947.374786 2077.565677
2400.000000 4741.671245 2495.616445
2400.000000 4840.671818 2547.722009
2400.000000 3778.362289 1988.611731
2400.000000 4082.517390 2148.693363
2400.000000 2931.614331 1542.954911
2400.000000 2762.330003 1453.857897
2400.000000 2736.866151 1440.455869
2400.000000 4180.105955 2200.055766
2400.000000 2945.159522 1550.083959
2400.000000 4740.121367 2494.800719
2400.000000 2837.726245 1493.540129
2400.000000 4531.497830 2384.998858
2400.000000 4544.543478 2391.864989
2400.000000 2911.371981 1532.301042
2400.000000 2830.592267 1489.785404
2400.000000 3246.317054 1708.587923
2400.000000 3495.590735 1839.784597
2400.000000 3799.067461 1999.509190
2400.000000 4587.842428 2414.653909
2400.000000 4344.736167 2286.703246
2400.000000 2665.677760 1402.988295
2400.000000 4529.529315 2383.962797
2400.000000 2937.368443 1545.983391
2400.000000 4061.185107 2137.465846
2400.000000 4563.335942 2401.755759
2400.000000 4385.427992 2308.119996
2400.000000 4812.301943 2532.790496
2400.000000 3628.535690 1909.755627
2400.000000 3487.571369 1835.563878
2400.000000 2696.538024 1419.230539
2400.000000 3868.693125 2036.154276
2400.000000 3827.315871 2014.376774
2400.000000 4682.219282 2464.325938
2400.000000 4039.470660 2126.037190
2400.000000 3209.210906 1689.058372
2400.000000 4347.762356 2288.295977
2400.000000 2957.269261 1556.457506
2400.000000 4510.173126 2373.775329
2400.000000 4719.020486 2483.694993
2400.000000 3299.752410 1736.711795
2400.000000 3328.476197 1751.829577
2400.000000 4522.075933 2380.039965
2400.000000 3067.176202 1614.303264
2400.000000 2982.946129 1569.971647
2400.000000 4367.075968 2298.461036
2400.000000 4376.991894 2303.679944
2400.000000 4772.149402 2511.657580
2400.000000 4520.593386 2379.259677
2400.000000 4688.549001 2467.657369
2400.000000 3928.838565 2067.809771
2400.000000 2939.094481 1546.891832
2400.000000 4478.811161 2357.269032
2400.000000 3630.190786 1910.626729
2400.000000 3714.915365 1955.218613
2400.000000 3941.337278 2074.388041
2400.000000 4855.410374 2555.479144
2400.000000 4705.332712 2476.490901
2400.000000 3753.884924 1975.728908
2400.000000 2765.537216 1455.545903
2400.000000 4404.656972 2318.240511
2400.000000 3139.372206 1652.301161
2400.000000 3308.933531 1741.543964
2400.000000 4508.152689 2372.711941
2400.000000 3292.378529 1732.830805
2400.000000 4834.753839 2544.607284
2400.000000 4725.714596 2487.218208
2400.000000 3022.888331 1590.993859
2400.000000 4770.823387 2510.959677
2400.000000 3979.642880 2094.548884
2400.000000 2955.994697 1555.786683
2400.000000 4111.248615 2163.815061
2400.000000 4500.294610 2368.576110
2400.000000 3070.667689 1616.140889
2400.000000 3989.420932 2099.695227
2400.000000 2840.592323 1495.048591
2400.000000 3849.070076 2025.826356
2400.000000 2879.330392 1515.437049
2400.000000 3794.051523 1996.869223
2400.000000 4368.007814 2298.951481
2400.000000 2881.092802 1516.364633
2400.000000 3467.746507 1825.129741
2400.000000 3274.318316 1723.325429
2400.000000 4124.960002 2171.031580
2400.000000 3432.207242 1806.424864
2400.000000 3994.242439 2102.232862
2400.000000 4110.356569 2163.345562
2400.000000 3987.814877 2098.849935
2400.000000 3516.966761 1851.035137
2400.000000 4732.995075 2491.050039
2400.000000 4550.344681 2394.918253
2400.000000 3600.119505 1894.799739
2400.000000 3628.602344 1909.790708
2400.000000 3945.178503 2076.409739
2400.000000 3191.780643 1679.884549
2400.000000 3433.439167 1807.073246
2400.000000 4646.105033 2445.318439
